Artist,Tags
Charlie Kaplan,"indie pop, indie rock"
Teezo Touchdown,"rap, pop rock, seen live, indie, alternative, Hip-Hop, pop, trap, bedroom pop, alt-pop, rock, texas, pop rap, hip hop, indie rock, USA, american, alternative hip-hop, United States, indie rap, contemporary rnb, alternative rnb, Southern Hip Hop, Contemporary R and B, nme 100, Teezo Touchdown, rock and boom, summer well 2024, canta la microfonu floare manca ti as"
Josh Cashman,"indie, australian, roots"
The Creepy Crawlies,"indie pop, noise pop, indie, indie rock, dream pop, under 2000 listeners, garage pop, boy girl, boygirl"
Jess Nolan,
Girl Ray,"indie pop, indie, pop, female vocalists, UK, electronic, indie rock, United Kingdom, Disco, seen live, british, synth pop, london, england, dream pop, slowcore, female vocalist, 4, 10s, 2010s, alt-pop, all girl band, 2020s, kentsimbtemp"
Ingrid Michaelson,"female vocalists, singer-songwriter, indie, acoustic, indie pop, pop, seen live, folk, american, female vocalist, alternative, ingrid michaelson, piano, indie folk, female, Mellow, greys anatomy, USA, new york, Grey's Anatomy, 00s, rock, favorites, female singer-songwriter, cute, relaxing, chill, indie rock, Love, hotel cafe, chillout, melancholic"
P.E.,"industrial, art punk, electronic, post-punk, drone, Post-Industrial, experimental, USA, art rock, no wave, alternative dance, industrial drone ambient"
Sampha,"electronic, soul, seen live, UK Garage, singer-songwriter, british, rnb, House, alternative rnb, future garage, Neo-Soul, vocal, UK, england, uk bass, london, r&b, garage, art pop, electronica, indie, experimental, male vocalists, Neo Soul, United Kingdom, contemporary rnb, contemporary r&b, Hip-Hop, jazz, hip hop, pop, indie electronic, downtempo, dubstep, electro, english, vocalist, 10s, merton, morden, All, future soul, 2-step, opener, neosoul, Incredible voice, prog-rnb, electrosoul, electro-soul, future beats, i should buy this, Sampha, bbc sound of 2014, sochilounge, alternative rhythm and blues, blacktronic, myglasto2017, yandex music, upcoming album 2023, finaly seen live"
Glen Hansard,"singer-songwriter, irish, acoustic, folk, indie, seen live, Soundtrack, alternative, ireland, Glen Hansard, rock, male vocalists, once, folk rock, indie rock, guitar, indie folk, favourite, sad, dublin, The Frames, Mellow, emotional, melancholic, 00s, chillout, pop, alternative rock, melancholy, romantic, beautiful, poetry, musical, Irish Folk, finest Indie, Frames, solo acoustic"
Kenya Grace,"rnb, electronic, pop, Drum and bass, dnb, seen live, british, female vocalists, electropop, indie, soul, singer-songwriter, UK, electro, techno, House, england, deep house, english, Neo-Soul, alt-pop, spotify, liquid drum and bass, bah, Elektroschrott, upcoming album 2024, saeusel, saeuselstimme, gesaeusel, gehauche"
Angie McMahon,"folk, indie, singer-songwriter, australian, indie folk, seen live, soul, australia, female vocalists, female vocalist, indie rock, melbourne, folk pop, 5 Stars, want to see live, Bandcamp, spotify, 2017, rock-indie folk"
Max Niemann,
DEBBY FRIDAY,"experimental, rap, industrial, Post-Industrial, Hip-Hop, electronic, hip hop, electro, post-punk, Canadian, experimental hip-hop, industrial hip-hop, noise rap, bitchpunk, noise, trip-hop, seen live, pop, female vocalists, experimental hip hop, Experimental pop, minimal, underground hip-hop, noise pop, industrial rock, nigeria, dark electro, darkwave, electropunk, seen in concert, electro-industrial, industrial rap, industrial pop, synthpunk, Industrial Techno, experimental rap, art pop, experimental electronic, mutant techno, newbreed, alternative rnb, industrial hip hop, deezer, post-footwork, Deconstructed Club, upcoming album 2023"
Frog,"rock, emo, indie rock, folk rock, Lo-Fi Indie, indie, alternative, new york, singer-songwriter, USA, electro, Lo-Fi, House, american, Alt-country, Progressive House, Calming, indie folk, male vocalists, under 2000 listeners, guitar pop, darkpsy, shibuya-kei, All, midwest emo, indie garage rock, bubblegrunge, philly indie, small room, countrygaze, lo-fi emo, fish and amphibians, okii reiji, punk rock picardie, fifth wave emo, Asheville indie"
Yamê,"france, French hip hop, french, hip hop, rap, experimental hip hop, francophone, Neo-Soul, trap, cameroon, rap francais, rap conscient, rap calme, cloud rap francais, rap francais nouvelle vague"
Goldie Boutilier,"pop, Canadian, Disco, electronic, synthpop, indie pop, indie rock, female vocalists, singer-songwriter, canada, female vocalist, 4, collection, saw live, done, deezer, upcoming album 2023, name variation"
Heroe,"french, male vocalists, france"
Kevin Abstract,"Hip-Hop, hip hop, rap, rnb, pop, alternative rnb, pop rap, brockhampton, texas, alternative hip-hop, gay, Indie Hip Hop, art pop, seen live, alternative, indie rock, experimental hip hop, american, queer, under 2000 listeners, alternative hip hop, experimental hip-hop, lgbt, soul, alternative rock, experimental, singer-songwriter, USA, dance, dream pop, r&b, highschool, dance pop, alternative pop, conscious hip-hop, hypnagogic pop, bubblegum pop, america, indie rap, experimental rap, alt-pop, pop dance, hip-pop, contemporary rnb, art rap, Southern Hip Hop, faggot music, Estados Unidos, Corpus Christi, cancerian, lgbtq, better than drake, kevin abstract"
LANNDS,"indie, electronic, indie pop, female vocalists, pop, psychedelic pop, 4-25"
Sargasso,"math rock, under 2000 listeners, Math-rock"
Bewilder,"math rock, emo, post rock, seen live, math, indie, alt, indie rock, post-rock, heavy metal, electronic, alternative, alternative rock, ambient, experimental, thrash metal, male vocalists, under 2000 listeners, 10s, netherlands, the netherlands, Owls, joan of arc, snowing, slow indie, US MEtal, American Football, pretend, owen, this town needs guns, Kind of like Spitting, art is hard, algernon cadwallader, penpal, birthmark, little kingdoms, one up downstairs, twinkling dads"
Video Age,"electronica, New Orleans, breakbeat, electronic, seen live, USA, electro, under 2000 listeners, synth-pop, 808, hypnogogic, rutracker, wrong redirection, upcoming album 2023"
Militarie Gun,"hardcore, seen live, post-hardcore, emo, alternative rock, indie rock, melodic hardcore, punk, hardcore punk, alternative, los angeles, rock, american, punk rock, post hardcore, hard rock, pop punk, screamo, powerpop, 5 Stars, emocore, us, dischord, posthardcore, spotify, amrep, Alternative hardcore, Post- hardcore"
Ilsey,"pop, country, singer-songwriter, USA, americana, bluegrass, indie folk"
Joanna Sternberg,"seen live, folk, indie folk, female vocalists, vocal, singer-songwriter, USA, happy, piano, guitar, cello, bass, violin, american, changed my life, keyboard, percussion, 15, lute, acoustic guitar, goat, North American, formative, kentsimbtemp2, I had a lot of listens before i got lastfm, seen live - primavera 2024"
The Temper Trap,"indie, indie rock, australian, alternative, seen live, rock, alternative rock, australia, post-punk, male vocalists, dream pop, pop, indie pop, 00s, melbourne, Aussie, Post-punk revival, electronic, The Temper Trap, love at first listen, post-rock, atmospheric, falsetto"
Being Dead,"indie rock, indie pop, surf rock, indie, rock, punk, experimental, Lo-Fi, post-punk, jangle pop, 3, art rock, punk rock, Garage Rock, folk rock, Psychedelic Rock, indie folk, folk pop, United States, austin rock, austindie"
Peggy Gou,"House, electronic, techno, seen live, Korean, deep house, acid house, electronica, electro, german, euro house, south korean, electropop, vocal, instrumental, singer-songwriter, dance-pop, tech house, psychedelic, 3, ninja tune, Chicago House, Asian, Electronic Pop, k-pop, south korea, Korea, nu-disco, outsider house, electronic superhighway, born in 1990, saw live 2022, s a tras pe cur la electric 2022, a luat covid si nu a mai venit, seen live - primavera 2024"
Windoe,
Who Is She?,"pop punk, seattle, indie pop, Supergroup, indie, indie rock, female vocalists, 90s, live, female vocal, 4, gossiping, chastity belt, tacocat, lisa prank"
Helena Deland,"folk, singer-songwriter, Canadian, seen live, indie, indie pop, female vocalists, acoustic, dream pop, indie folk, canada, pop, country, alternative, experimental, dark, Lo-Fi, synth pop, americana, ambient pop, melodic, Alt-country, montreal, folk pop, singer-songwriters, 4, under 2000 listeners, 10s, 2010s, 20s, bedroom pop, my ladies, Canadian female vocalists, 2020s, special-bands, sofar sounds, kentsimbtemp2, yandex music"
Slow Pulp,"dream pop, shoegaze, indie pop, indie rock, Lo-Fi, seen live, indie, bedroom pop, female vocalists, american, rock, noise pop, Lo-Fi Indie, pop, Grunge, alternative, alternative rock, noise rock, USA, pop rock, americana, Alt-country, slowcore, garage, indie folk, male vocalists, female vocalist, alternative country, surf rock, female vocal, diy, 4, 2010s, seen, 20s, wisconsin, madison, surf pop, slacker rock, lo-fi rock, Grunge Pop, dream punk, 2020s, ten million plays, yandex music, 0323"
Al Menne,"indie pop, indie rock, USA"
Troye Sivan,"pop, indie pop, seen live, male vocalists, indie, electronic, synthpop, electronica, alternative, electropop, australian, dream pop, troye sivan, gay, dance-pop, australia, south african, singer-songwriter, dance, alternative pop, twink, indietronica, youtube, queer, sweet voice, gay pop, lgbt, south africa, lgbtq, dubstep, ambient pop, House, rnb, dance pop, folk pop, synth-pop, gay music, guys I would fuck, LITTLE STAR, youtuber, Hip-Hop, chillout, swedish, singer, saxophone, prince, songwriter, r and b, sex, garage, male vocalist, hot, 4, henry, Favourites, want to see live, technopop, Trash, Indietronic, seen live twice, seen live three times, seen live four times, wild, fuck yeah, Eargasm, 10s, 2010s, actor, Faves, EDM, johannesburg, western australia, 2015, Gloom pop, legend, All, treble, RandB, horrible, Scene, alba, pop dance, art pop, uk funky, singer-songwiter, sexy voice, contemporary rnb, contemporary r&b, so cute, electronic indie, crush, sweet pop, mental illness, alternative rnb, love me, husband, gay pride, youngstar, australian declan, parasite"
Petey USA,
Hyer,
carobae,"indie pop, female vocalists, seen live, pop, alternative, pop rock, piano, bedroom pop, 3-5, alt z"
Cherry Glazerr,"indie, indie rock, seen live, female vocalists, indie pop, dream pop, alternative rock, los angeles, rock, USA, noise pop, alternative, shoegaze, California, Psychedelic Rock, female vocalist, United States, Grunge Pop, pop, Lo-Fi, american, synthpop, Garage Rock, All, Femal Vocalists, female, Grunge, noise rock, indie electronic, power pop, dance, psychedelic pop, indietronica, psychedelic, seenlive, art rock, I like, fun, garage, good, surf rock, alternative pop, female vocal, dreampop, post-grunge, english, riot grrrl, 10s, 2010s, female singer-songwriter, female fronted, girl band, america, 20s, alt-rock, garage pop, bedroom pop, alt-pop, Californian, dream rock, spotify, dance-y, female guitarists, 6 stars, dream punk, bubblegrunge, psyche rock, los angeles county, grilled cheese, terry seen live, 2020s, rutracker, FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS, saint laurent, sxsw 2017, burgerrecords, kentsimbtemp, upcoming album 2023, Art and Progressive Pop"
Addison Grace,"bedroom pop, indie, folk, indie rock, USA, pop rock, 3, Pop-punk, queercore, singer songwriter, trans, lgbt, tiktok, lgbtq"
Cheese People,"electronic, indie, new rave, russian, experimental, seen live, female vocalists, funk, disco-punk, disco punk, indie pop, Samara, indie rock, alternative, dance, Indietronic, Electroclash, dance punk, rock, electronica, Russia, trip-hop, 00s, nu rave, Disco, alternative rock, easy listening, acid jazz, dance-punk"
DURRY,"indie rock, punk, indie pop, american, powerviolence, female guitarists, rutracker, upcoming album 2023"
Conan Gray,"seen live, indie, pop, indie pop, american, USA, male vocalists, youtube, etheral, teenager, alternative, folk, singer-songwriter, pop rock, romantic, Dreamy, thoughtful, Searching, Passionate, melancholy, introspection, intimate, yearning, fav, lyrical, want to see live, heartache, romance, colors, 2010s, grey, United States, Passion, awareness, empowerment, cathartic, stylish, bedroom pop, mid, in love, relationships, sugary, lgbt, in english, twink, sadpop, over 1 million listeners, pretty boy, youtuber, definitely gay, Vapourwave, 2020s, lgbtq, rutracker, ten million plays, World View, sadboi, Generation Why, Kid Krow, Conan Gray, rhymes with gay, dream pop elements, jie saw live, the color grey, upcoming album 2024"
Jenny Kern,"indie pop, Canadian, folk, singer-songwriter, indie folk, indie folk pop"
Icarus Phoenix,
Cory Hanson,"USA, folk, psychedelic, freak folk, Psychedelic Rock, psychedelic folk, rock, singer-songwriter, americana, folk rock, indie folk"
The Aces,"pop, blues, mod, indie pop, seen live, female vocalists, rocksteady, indie, american, reggae, USA, pop rock, ska, burma, alternative, indie rock, skinhead reggae, trojan, blues rock, queer, 2010s, Girl Groups, United States, 2020s, rock, soul, punk, guitar, Skinhead, synthpop, alternative pop, female vocal, 4, love at first listen, under 2000 listeners, Chicago Blues, 10s, jamaican, girl group, us, utah, UK Pop, All, multiple artists, dirty blues, sharp, mod revival, sock hop, kbd, redskin, riot girls, rash, female groups, skinheads, michigan punk, Red skins, radio diffusion, Rock , Female Vocalists , indie poptimism, alt z"
Barry Louis Polisar,"folk, indie, Brutal Death Metal, drops wet cement on unsuspecting crippled children, juno, Soundtrack, acoustic, country, singer-songwriter, blacker than the blackest black times infinity, pedophile, american, Brutal Death Metal with Nordic Influence and guest vocalist satan, eats small infants for breakfast, childrens music, True Norwegian Black Metal, guitar, death metal, music for kids, grindcore, happy, brilliant, children, movie, juno soundtrack, juno ost, indie rock, ost, indie folk, goregrind, have to sing along, br00tal, drops wet cement on unsuspecting children, best tags ever, Brainwasher, new york, USA, cute, weird, comedy, folk rock, breakcore, male vocalists, shit, ironic, Officially Shit, children's music, Barry louis polisar, power violence, sunny day, childish, tuki tuki, as black as the night itself, Ccrap"
MisterWives,"indie, pop, indie pop, seen live, alternative, american, alternative dance, soul, new york, female vocalists, USA, 2010s, folk, indie rock, All, electronic, rock, british, alternative rock, power pop, dance, pop rock, seenlive, NYC, indie folk, dance pop, folk pop, want to see live, check out, Female Voices, New York City, unique voice, 10s, to check out, United States, alt pop, indie alternative, Fueled by Ramen, spotify, great vocals, q, done, great discovery, private:watchlist, via:8tracks, music theme, I Heard This Artist Before, misterwives, MusicLibrary, 20210213-J-Musiclist, 4-25, upcoming album 2023"
Zach Pietrini,
String Machine,"folk, indie pop, freak folk, indie folk, indie, experimental, power pop, USA, chamber pop, baroque pop, queer, Pagan, alt country, Alternative Folk, experimental folk, lgbtq"
Melt Yourself Down,"jazz, afrobeat, Fusion, psychedelic, rock, experimental, british, post-punk, jazz fusion, Jazz Rock, electronic, seen live, punk, alternative, UK, funk, african, Psychedelic Rock, art punk, dance-punk, jazz punk, indie, world, saxophone, england, avantgarde, Funk Rock, United Kingdom, jazz-rock, instrumental, indie rock, Post punk, london, Avant-Garde, funky jazz, tribal, World Music, crossover, world fusion, disco punk, dance punk, to check out, you are welcome in poland, punk funk, disco-punk, afrofunk, afro-jazz, From: UK, jazz-punk, zolo, zz, Jazz not Jazz, balkanic, vanguardia, Tribal Pop, i really should have paid more attention in class, Need to scrobble, list3, epileptic music,  electronica, Shabaka Hutchings, Arobeat"
Maddie Medley,"singer-songwriter, female vocalists, USA, american, Nashville, United States"
Molly Annelle,
Dennis Lloyd,"pop, indie pop, indie, reggae, israeli, singer-songwriter, electronic, not indie, not rock, not alternative, Dennis Lloyd"
Thao,"indie pop, seen live, indie, kill rock stars, female vocalists, folk, pop, rock, alternative, indie rock, 2008, Lo-Fi, Like, California, indie folk, female vocalist, female artists, female vocal, noise, trance, metalcore, Classical, vocal, female, opera, Grunge, grindcore, hardcore, emo, sexy, Electroclash, singer-songwriter, dance, piano, cute, nintendo, soft rock, romantic, acid jazz, 8-bit, dirty, american, club, ninja tune, Sludge, jungle, instrumental hip-hop, diva, fetish, 8 bit, video game, screamo, comedy, progressive trance, geek, sex, breakcore, Nintendocore, goa, groovy, jazzy, vocal trance, french house, humor, love songs, stand-up, underrated, singer songwriter, singer-songwriters, happy hardcore, post-grunge, DC, post-hardcore, spanish pop, san francisco, parody, a capella, electropunk, greys anatomy, love at first listen, silly, Kanye West, mash up, 5 Stars, want to see live, riot grrrl, to listen, alternative hip-hop, nerdcore, check out, Monty Python, emocore, post hardcore, perfect, wake up, porn, marijuana, horny, neo folk, Ritual"
Deb Never,"indie, Lo-Fi, Grunge, alternative, singer-songwriter, United States, seen live, indie pop, female vocalists, american, lofi, queer"
Bronze Radio Return,"indie, blues, rock, american, indie rock, 2000s, seen live, folk rock, blues rock, indie folk, connecticut, alternative, USA, feel good, male vocalists, fresh, sxsw 2012, SXSW 2013, All, hartford, check-out, hairy chest, ourstage, Country: USA, noisetrade favorites, usa: connecticut, bronze radio return, Paperthyn, geohash:drkmd68jw6k8, sxsw 2016"
Du Blonde,"indie rock, rock, indie, england, post-grunge, british, Grunge, female vocalists, power pop, Lo-Fi, check out, United Kingdom, All, female guitarists, :To listen to again later:"
Your Smith,"indie pop, pop, female vocalists, seen live, indie, alternative, Minnesota, USA, american, queer, female guitarists, yandex music, 4-25"
Tash Sultana,"indie, seen live, alternative, australian, reggae, indie rock, female vocalists, australia, queer, rock, indie pop, music to get the pussy wet, lesbian, misc, david, scott, All, lgbt, and, tylenol, vaginal, fahtah, moyer, farbel, female, soul, singer-songwriter, psychedelic, tagged, orange, Richard, tags, Andy, ccm, The, Shady, a, King Fahtah, dulukk, dulukkcore, spambo, i am not an idol worshipper, JpopTrasher, jpoptrashercore, jpoptrasher-core, dulukk-core, lenushiromiya, lenushiromiyacore, lenushiromiya-core, contemporary muslim, animegirl77, animegirl77core, animegirl77-core, david scott, electronic, C, Awesome, day, sunday, 3, g, internet, musical, gay, k, 1, 12, feminist, Podcasts, Psychedelic Rock, f, quiet, contemporary christian, j, 4, R, Aussie, women, second, staff, comfort, Friday, march, colors, Monday, Saturday, E, november, though, august, 9, 2, 7, pink, three, sexual, sermons, VAGINA, zero, name"
Prince of Spain,"indie, folk, folk rock, alternative, singer-songwriter, USA, spain, indie folk, Singer/Songwriter, All"
Peter Dack,
Jon Batiste,"jazz, soul, piano, rnb, seen live, USA, funk, contemporary jazz, gospel, Soundtrack, Hip-Hop, hip hop, Post-Bop, american, Passionate, composer, spiritual, soul jazz, earthy, Uplifting, brass, rhythm and blues, sophisticated, Neo Soul, Neo-Soul, Jazz Hop, new orleans jazz, joy, louisiana, United States, rollicking, Exuberant, Passion, empowerment, Joyous, Motivation, Swaggering, G-funk, in love, arranger, indie soul, ebullient, stephen colbert, piano soul, World View"
Shin Joong Hyun & The Men,"rock, psychedelic, Psychedelic Rock, south korea, Korean, Korea, south korean"
The Bucketheads,"House, electronic, dance, funky house, jazzy house, 90s, vocal house, old skool, Soulful house, Funky Music, electronica, eurodance, 90s dance, DIsco House, Bucket, swedish, USA, funk, electro house, fat, good, male vocalists, Funky Breaks, fucking great, remix artists, boom boom boom, Electro techno bollocks, Curso de Armonica, bands with the suffix head in them, Disco, trance, new york, oldschool, Brooklyn, american, club, funky, old school, oldskool, samples, Hard Dance, hard techno, New York City, anthems, sampling, sample, dancefloor, eric, United States, free download, All, Dark Techno, acid techno, spotify, atlantic records, the bomb, speed garage, Kenny Dope, sahkotaivas, The Bucketheads, american house, american dance, old school 90s, noop, imposter jazz"
Amos Lee,"singer-songwriter, folk, soul, acoustic, jazz, seen live, blues, chill, male vocalists, amos lee, Mellow, american, indie, alternative, easy listening, guitar, pop, chillout, USA, male vocalist, Acoustic Rock, relax, Pennsylvania, vocal, folk rock, 00s, americana, relaxing, Philadelphia, Neo-Soul, rock, Love, Adult Alternative, indie folk, good, Gray Charles, slow, jazz fusion, smooth"
THE DRIVER ERA,"seen live, alternative, indie pop, pop rock, indie, pop, indie rock, american, los angeles, Ross Lynch, Passion of Discovery"
Clap Your Hands Say Yeah,"indie, indie rock, seen live, alternative, indie pop, rock, alternative rock, american, pop, new york, 00s, experimental, Clap Your Hands Say Yeah, post rock, Lo-Fi, electronic, Brooklyn, favorites, folk, post-punk, USA, emo, new wave, fun, dance, NYC, shoegaze, roskilde 06"
T-Pain,"rnb, Hip-Hop, rap, hip hop, Dirty South, T-Pain, r&b, seen live, soul, pop, male vocalists, r and b, auto-tune, Officially Shit, Akon, Tpain, Gangsta Rap, florida, autotune, american, r & b, urban, southern rap, crunk n b, t pain, Konvict Musik, USA, dance, male vocalist, favorites, Gothic, hiphop, rhythm and blues, 00s, shit, english, Love it, tallahassee, hip-hop and rap, snap, Flo Rida, auto tune, THIS IS NOT HIP-HOP"
Ezra Bell,"folk, indie, indie rock, Alternative Folk, portland, Arcade Fire, cello, banjo, indie folk, oregon, neutral milk hotel, fleet foxes, upright bass, sea wolf"
Charmpit,"indie pop, indie rock, twee, pop punk, diy, poppunk, indiepoppunk"
Chastity,"shoegaze, Grunge, post-hardcore, hard rock, seen live, punk, punk rock, dutch, metalcore, pop, rock, alternative rock, emo, indie rock, noise rock, female vocalists, Driving, Energetic, late night, melancholy, alternative metal, nostalgic, Crunchy, Fierce, aggressive, reflection, glam rock, stoner metal, Garage Punk, Nu Metal, hardcore punk, youth, despair, Eurovision Song Contest, teenagers, rollicking, Acerbic, Harsh, Glam Metal, noise-rock, male singer, gritty, not grunge, melodic hard rock, Volatile, lively, ramshackle, Messy, urgent, Punk Revival, Boisterous, Brash, Rambunctious, Eurotrash, US rock, nationaal songfestival, us glam, bagels suck"
Cullah,"rock, blues, seen live, pop, singer-songwriter, United States, milwaukee, wisconsin, milwaukee indie"
English Teacher,"post-punk, indie rock, Crank wave, seen live, art punk, british, art rock, rock, Garage Rock, indie, post-rock, UK, Leeds, vocal, punk, alternative, alternative rock, math rock, female vocalists, piano, Lo-Fi, guitar, bass, england, noise pop, dream pop, punk rock, keyboard, percussion, indie folk, Garage Punk, Neo-Psychedelia, math pop, art, lute, Vibraphone, european, 20s, alt-rock, harmonium, Post-punk revival, photographed, indie punk, female guitarists, rutracker, nme 100, windmill scene, upcoming album 2024, seen live - trix 2024"
Andrew Rose Gregory,"Alt-country, alt-folk, folk, nsfw show"
flor,"indie, seen live, indie pop, alternative, pop, indie rock, synthpop, rock, synth pop, american, punk, hardcore, female vocalists, singer-songwriter, USA, Crust, world, indietronica, Electronics, italian, alternative pop, dreampop, under 2000 listeners, 10s, deleted, alt pop, crustpunk, hc crust"
The Backseat Lovers,"indie rock, seen live, rock, alternative, alternative rock, indie pop, Garage Rock, folk, USA, american, indie folk, modern rock, 10s, utah, Very Good, slc indie, white men rage music, josh harmons voice is the death of me, pov - indie"
Cordae,"rap, trap, Hip-Hop, jazz rap, hip hop, american, Southern Hip Hop, North Carolina, pop rap, Conscious Hip Hop, southern hip-hop, soul, USA, funk, gospel, conscious hip-hop, Jazz Hop, hardcore hip-hop, maryland, raleigh, wrong artist, boom bap, trap music, east coast hip hop, hardcore hip hop, jazz hip-hop, ten million plays, ybn, November 23, Cordae"
HAIM,"indie pop, indie, seen live, female vocalists, indie rock, soul, pop, american, soft rock, rock, pop rock, alternative, California, new wave, USA, los angeles, 10s, r&b, alternative pop, 2010s, alternative rock, synthpop, United States, female vocalist, power pop, rnb, sisters, haim, electronic, siblings, All, folk, funk, indie folk, girl group, Girl Groups, hipster, Sophisti-Pop, alternative rnb, dv12, total wife material, female, chill, singer-songwriter, Love, world, 3, Alt-country, folktronica, to listen to, art pop, contemporary rnb, 80s revival, female guitarists, Influenced by Kate Bush"
Christian Leave,"alternative, indie pop, oklahoma, pop, rock, pop rock, dream pop, american, want to see live, depressing indie shit"
Nathaniel Rateliff & The Night Sweats,"seen live, soul, blues rock, rock, USA, folk rock, Southern Soul, Blue-Eyed Soul, americana, blues, indie folk, gospel, country soul, folk, singer-songwriter, songwriter, american, Funk Rock, All, new americana, modern blues rock, 4 times, terry seen live, rock-southern-blues, stomp and holler, MusicLibrary, 20210213-J-Musiclist"
Grace Cummings,"folk, seen live, singer-songwriter, australian, australia, indie folk, alternative, indie, pop, female vocalists, contemporary folk, Gothic, folk rock, 20s, discweekly"
EARTHGANG,"Hip-Hop, rap, hip hop, jazz rap, Conscious Hip Hop, seen live, funk, atlanta, southern hip-hop, american, georgia, dreamville, soul, underground rap, underground hip-hop, rnb, alternative hip-hop, Neo-Soul, trap, Jazz Hop, pop rap, southern rap, EarthGang, 21st century in music"
Brian Damage,"indie rock, synthesizer, Columbus, clean demon"
Jake Bugg,"folk, british, indie, singer-songwriter, seen live, alternative, indie rock, indie folk, rock, folk rock, alternative rock, male vocalists, country, UK, acoustic, britpop, nottingham, pop, blues, english, jake bugg, england, pop rock, Alt-country, 2010s, United Kingdom, blues rock, country rock, 10s"
Hippo Campus,"indie pop, indie rock, indie, seen live, pop, rock, Minnesota, USA, american, Minneapolis, alternative, 10s, indie electronic, acoustic, romantic, Energetic, summer, literate, introspective, cheerful, Electronic Pop, Confident, earnest, Raucous, sex, fip, male vocalists, strong, folk pop, alternative pop, yearning, alt rock, under 2000 listeners, Playful, school, 2010s, Summery, United States, geohash:9zvxvsvqcjh9, sxsw 2015, witty, Exuberant, disappointment, Joyous, All, gritty, alt pop, bright, Carefree, lively, day driving, alt-pop, Messy, urgent, plaintive, 5432fun, TGIF, Brash, Hanging Out, Springlike, Sparkling, affirmation, Striding, New Bands, relationships, animated, vacation, smooth pop rock, concise, terry seen live, 2020s, ten million plays, Saint Paul MN, lovethatindiestuff"
Elton Aura,"Hip-Hop, indie, jazz, rap, experimental, USA, rnb, lo fi"
Uwade,"seen live, indie, pop, indie pop, USA, acoustic, singer songwriter"
Leith Ross,"folk, seen live, indie pop, singer-songwriter, acoustic, indie folk, female vocalists, canada, Canadian, queer, folk pop, 4, Winnipeg, deezer, 2020s, yandex music, upcoming album 2023"
Lott,
Bas,"rap, hip hop, Hip-Hop, jazz rap, reggae, trap, Conscious Hip Hop, seen live, dreamville, pop rap, cloud rap, chillout, new york, dub, USA, underground hip-hop, american, east coast hip hop, black metal, french, ambient, underground rap, sax, ragga, rnb, polish, paris, All, New York Rap, east coast hip-hop, hardcore hip hop, asfalt, jazz hip-hop, Polski Hip Hop, trap rap, bas, industrial hip hop, dziwny hip-hop, prawdziwi podziemni masterzy, not rap crap"
CLOVES,"electronic, pop, indie, australian, seen live, female vocalists, electropop, rock, alternative, ambient, indie pop, singer-songwriter, Scottish, drone, glasgow, australia, female vocalist, drone doom, All, multiple artists, spotify, upcoming album 2023"
Gabriel Kahane,"folk, singer-songwriter, Classical, USA, Vocal Music, chamber music, concerto, romantic, melodic, Dreamy, orchestral, Searching, whimsical, narrative, literate, melancholy, gentle, Confident, earnest, Wry, dramatic, Bittersweet, intimate, elegant, fun, complex, keyboard, yearning, sophisticated, warm, lyrical, Cerebral, flowing, poignant, Playful, delicate, airy, musical theater, imagination, Eccentric, witty, enigmatic, philosophical, cast recordings, bright, Refined, maverick, ambitious, Cosmopolitan, seen live, indie, folk-rock, acoustic, baroque pop, american, composer, indie folk, funny, singer songwriter, YuM, All, geil, Theater, groovyacousticsoul, clasicram"
U.S. Royalty,"indie, rock, alternative rock, indie rock, seen live, americana, american, DC, alt rock, Soundtrack, alternative, 2000s, All, Awesome, blues rock, 10s, seen in concert, sxsw 2011, washington dc, try, idol, listen, sxsw2012, alternative pop-rock, spotify, Discoverockult, come home, For The Road, songs that whoa-ahoo, songs about home, songs about liking too much, Fleatwood Mack-esque, bands i've seen live, local-ish, a lil birdy told me x, MPMF11"
Twenty One Pilots,"electronic, alternative, indie pop, indie, seen live, rap, alternative rock, Hip-Hop, pop, indie rock, american, electropop, rock, alternative hip hop, indietronica, pop rock, rap rock, emo, USA, hip hop, alternative hip-hop, pop rap, experimental, alternative pop, christian, Ohio, alternative rap, not rock, schizoid pop, male vocalists, Columbus, Pop-Rock, 2010s, indie rap, alt-pop, schizophrenic pop, Twenty One Pilots, ukulele screamo, pop punk, synthpop, shit, duo, rapcore, synth-pop, us, United States, electronic rock, seen live x2, singer-songwriter, Experimental Rock, Electro Pop, piano rock, live, Indietronic, eletronic, Rap-Rock, All, alt pop, indie alternative, Fueled by Ramen, pop-rap, seen live x3, bands i've seen live, 2020s, electro ukulele slam poetry"
You Won't,"indie, folk, seen live, electronic, folk pop, BIRP, USA, download, indie folk, chanteurs"
The Brinks,"indie, alternative, Lo-Fi, chill, psychedelic, beats, english, Chilled hip-hop"
The Daredevil Christopher Wright,"seen live, indie pop, indie, wisconsin, Eau Claire, folk, american, rock, USA, pop rock, Midwest, daytrotter, Local, BIRP, unusual instruments, seen em, group vocals, North American, The Daredevil Christopher Wright, FMF, to listen for jan, must try on, My mouth tastes like wood and dirt"
