Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin
All I Want Is You,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,158466,34,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.466,0.175,7.0,-11.393,1.0,0.0298,0.916,0.00214,0.136,0.397,140.798,50.0,df_fav_albums
The Black Maria,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,230640,28,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.625,0.304,4.0,-8.243,0.0,0.0278,0.824,0.0148,0.0918,0.113,121.52,50.0,df_fav_albums
Don't Go to the Woods,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,237600,31,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.46,0.319,0.0,-9.502,0.0,0.0258,0.734,5.07e-05,0.098,0.355,144.957,50.0,df_fav_albums
William Fitzwilliam,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,215746,30,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.588,0.375,0.0,-6.316,1.0,0.0285,0.773,0.0,0.0753,0.306,119.711,50.0,df_fav_albums
Long White Veil,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,229133,35,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.567,0.799,9.0,-4.861,1.0,0.0269,0.00815,0.0635,0.237,0.562,116.997,50.0,df_fav_albums
Oh No!,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,304733,35,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.603,0.808,4.0,-3.612,0.0,0.029,0.194,0.172,0.366,0.916,146.985,50.0,df_fav_albums
Dark,Chaos Angel,Maya Hawke,2024-05-31,193573,32,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.713,0.344,3.0,-11.634,1.0,0.0572,0.858,0.00119,0.0896,0.408,134.038,50.0,df_fav_albums
Chaos Angel,Chaos Angel,Maya Hawke,2024-05-31,276133,31,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.497,0.312,9.0,-12.255,1.0,0.038,0.885,0.0502,0.0866,0.264,84.514,50.0,df_fav_albums
Promise,Chaos Angel,Maya Hawke,2024-05-31,170426,27,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.675,0.162,10.0,-16.105,1.0,0.0497,0.949,0.000754,0.355,0.749,132.953,50.0,df_fav_albums
Hang In There,Chaos Angel,Maya Hawke,2024-05-31,237266,33,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.505,0.327,10.0,-12.509,1.0,0.0296,0.894,0.0416,0.102,0.311,139.854,50.0,df_fav_albums
Big Idea,Chaos Angel,Maya Hawke,2024-05-31,222040,33,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.577,0.386,0.0,-10.731,1.0,0.0381,0.888,0.0166,0.113,0.823,173.987,50.0,df_fav_albums
Better,Chaos Angel,Maya Hawke,2024-05-31,78226,25,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.721,0.225,1.0,-10.343,1.0,0.0431,0.921,0.0,0.14,0.713,79.107,50.0,df_fav_albums
Okay,Chaos Angel,Maya Hawke,2024-05-31,238066,27,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.613,0.393,6.0,-10.022,1.0,0.0349,0.75,0.00182,0.181,0.472,124.917,50.0,df_fav_albums
Wrong Again,Chaos Angel,Maya Hawke,2024-05-31,217773,30,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.662,0.445,10.0,-12.044,1.0,0.0348,0.826,0.0289,0.0984,0.537,139.998,50.0,df_fav_albums
Missing Out,Chaos Angel,Maya Hawke,2024-05-31,217320,48,"female vocalist, folk, indie, singer-songwriter, indie pop, alternative, pop, indie folk, usa, folk pop",Mom+Pop,0.642,0.587,8.0,-9.186,1.0,0.049,0.576,0.0794,0.0856,0.897,160.009,50.0,df_fav_albums
America,$10 Cowboy,Charley Crockett,2024-04-26,203295,42,"country, americana, blues, folk, soundtrack, singer-songwriter, contemporary folk, progressive country, american, outlaw country",Son of Davy,0.446,0.71,10.0,-7.054,0.0,0.0567,0.417,0.588,0.192,0.473,176.952,50.0,df_fav_albums
A Little,Hovvdy,Hovvdy,2024-04-26,213906,22,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.332,0.261,7.0,-13.083,1.0,0.0295,0.751,0.114,0.086,0.25,94.841,50.0,df_fav_albums
Go Baby Go (Part One),Again! Again!,Mr. Sam & the People People,2024-06-11,268334,10,"usa, americana",Tape Dad,0.673,0.246,4.0,-9.1,1.0,0.037,0.705,0.0,0.104,0.217,110.397,50.0,df_fav_albums
Filler,Hypocrite,Stephanie Lambring,2024-04-19,167957,2,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.466,0.218,8.0,-11.495,1.0,0.031,0.839,0.00134,0.116,0.129,71.91,50.0,df_fav_albums
YASTM.m4a,ROLLERCOASTER,Cadence Weapon,2024-04-19,69000,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.605,0.331,7.0,-14.03,1.0,0.0679,0.867,0.954,0.0952,0.35,140.081,50.0,df_fav_albums
Lexicon,ROLLERCOASTER,Cadence Weapon,2024-04-19,133408,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.733,0.722,8.0,-10.099,1.0,0.101,0.00178,0.00576,0.0919,0.27,149.99,50.0,df_fav_albums
Blue Screen,ROLLERCOASTER,Cadence Weapon,2024-04-19,147000,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.707,0.589,0.0,-12.194,1.0,0.291,0.0245,0.00089,0.0875,0.588,130.166,50.0,df_fav_albums
My Computer,ROLLERCOASTER,Cadence Weapon,2024-04-19,176740,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.729,0.647,6.0,-9.503,1.0,0.0829,0.0103,3.29e-05,0.133,0.846,135.016,50.0,df_fav_albums
Exceptional,ROLLERCOASTER,"Cadence Weapon,Jacques Greene",2024-04-19,131951,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.686,0.897,2.0,-8.439,1.0,0.101,0.368,0.00275,0.0992,0.84,155.009,50.0,df_fav_albums
Press Eject,ROLLERCOASTER,"Cadence Weapon,Grandtheft",2024-04-19,168500,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.802,0.737,0.0,-7.931,1.0,0.0836,0.14,3.72e-06,0.0336,0.874,149.997,50.0,df_fav_albums
Cadence £∞™.mp3,ROLLERCOASTER,Cadence Weapon,2024-04-19,78000,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.375,0.332,0.0,-13.873,1.0,0.0362,0.864,0.0,0.317,0.863,209.22,50.0,df_fav_albums
Confessional,Hypocrite,Stephanie Lambring,2024-04-19,111445,2,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.503,0.27,3.0,-12.845,1.0,0.0283,0.767,0.0,0.14,0.29,145.139,50.0,df_fav_albums
Two-Faced,Hypocrite,Stephanie Lambring,2024-04-19,199178,6,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.557,0.691,7.0,-5.822,0.0,0.031,0.0031,0.0,0.205,0.321,142.115,50.0,df_fav_albums
Prayer,Hypocrite,Stephanie Lambring,2024-04-19,234399,2,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.766,0.231,10.0,-13.204,1.0,0.0912,0.195,5.45e-05,0.189,0.134,75.458,50.0,df_fav_albums
Bots,ROLLERCOASTER,Cadence Weapon,2024-04-19,183815,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.684,0.559,1.0,-9.184,1.0,0.0491,0.00584,0.000928,0.348,0.439,76.995,50.0,df_fav_albums
Hospital Parking,Hypocrite,Stephanie Lambring,2024-04-19,211797,3,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.698,0.304,1.0,-9.441,1.0,0.05,0.354,0.0,0.0747,0.0949,119.842,50.0,df_fav_albums
Mirror,Hypocrite,Stephanie Lambring,2024-04-19,126395,2,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.661,0.463,8.0,-7.546,0.0,0.0244,0.0216,2.31e-05,0.111,0.267,104.029,50.0,df_fav_albums
Jasper,Hypocrite,Stephanie Lambring,2024-04-19,229444,3,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.51,0.157,9.0,-11.777,1.0,0.0432,0.655,0.0,0.113,0.309,141.663,50.0,df_fav_albums
Purity Ring,Hypocrite,Stephanie Lambring,2024-04-19,200703,3,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.673,0.5,8.0,-9.515,0.0,0.0301,0.122,0.000488,0.093,0.139,103.001,50.0,df_fav_albums
Good Mother,Hypocrite,Stephanie Lambring,2024-04-19,234120,4,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.409,0.126,3.0,-13.465,1.0,0.0366,0.868,0.0,0.0961,0.152,117.707,50.0,df_fav_albums
Cover Girl,Hypocrite,Stephanie Lambring,2024-04-19,189730,3,"acoustic, usa, americana, female voices, played a wagonwheel show at the grapes",Almost Autonomous Records,0.692,0.277,10.0,-11.962,0.0,0.133,0.181,0.00238,0.108,0.0973,189.933,50.0,df_fav_albums
Happy,Bad Bad Hats,Bad Bad Hats,2024-04-12,178260,15,"female vocalist, indie pop, indie, twee, minneapolis, alternative, minnesota, indie rock, usa, indiepop",Don Giovanni Records,0.735,0.412,9.0,-8.668,1.0,0.0494,0.854,0.00104,0.182,0.548,88.989,50.0,df_fav_albums
Lime Green,Bad Bad Hats,Bad Bad Hats,2024-04-12,201600,16,"female vocalist, indie pop, indie, twee, minneapolis, alternative, minnesota, indie rock, usa, indiepop",Don Giovanni Records,0.704,0.792,10.0,-2.936,1.0,0.0737,0.191,4.47e-06,0.313,0.92,137.985,50.0,df_fav_albums
Meter Run,Bad Bad Hats,Bad Bad Hats,2024-04-12,170266,22,"female vocalist, indie pop, indie, twee, minneapolis, alternative, minnesota, indie rock, usa, indiepop",Don Giovanni Records,0.739,0.859,3.0,-4.316,1.0,0.0903,0.0518,0.000101,0.0545,0.764,124.088,50.0,df_fav_albums
EFT,ROLLERCOASTER,Cadence Weapon,2024-04-19,202300,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.694,0.472,11.0,-12.425,0.0,0.107,0.000189,0.0396,0.0608,0.605,134.024,50.0,df_fav_albums
Sting,ROLLERCOASTER,"Cadence Weapon,Jacques Greene",2024-04-19,123300,2,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.649,0.755,9.0,-11.072,0.0,0.0708,0.0017,1.9e-06,0.531,0.555,106.63,50.0,df_fav_albums
Bad News,Hovvdy,Hovvdy,2024-04-26,174906,32,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.392,0.596,8.0,-7.474,1.0,0.0365,0.313,2.94e-05,0.16,0.766,120.013,50.0,df_fav_albums
Heartstring,Hovvdy,Hovvdy,2024-04-26,191426,26,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.52,0.256,7.0,-14.121,1.0,0.0444,0.894,0.0844,0.191,0.392,159.937,50.0,df_fav_albums
Angel,Hovvdy,Hovvdy,2024-04-26,166506,22,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.267,0.265,5.0,-11.933,1.0,0.0333,0.873,0.00827,0.169,0.124,120.762,50.0,df_fav_albums
Portrait,Hovvdy,Hovvdy,2024-04-26,182133,26,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.555,0.522,7.0,-11.18,1.0,0.0358,0.598,1.56e-05,0.354,0.694,114.554,50.0,df_fav_albums
Give It Up,Hovvdy,Hovvdy,2024-04-26,231586,31,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.447,0.317,9.0,-12.597,1.0,0.0314,0.804,0.00977,0.114,0.105,121.75,50.0,df_fav_albums
Every Exchange,Hovvdy,Hovvdy,2024-04-26,237373,25,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.581,0.489,6.0,-9.529,1.0,0.0281,0.813,0.0282,0.167,0.384,83.984,50.0,df_fav_albums
Song For Pete,Hovvdy,Hovvdy,2024-04-26,193746,23,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.242,0.363,8.0,-8.547,1.0,0.034,0.922,0.000321,0.126,0.144,93.793,50.0,df_fav_albums
Meant,Hovvdy,Hovvdy,2024-04-26,207013,31,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.466,0.649,4.0,-7.802,1.0,0.0269,0.101,0.00208,0.713,0.276,139.973,50.0,df_fav_albums
Til I Let You Know,Hovvdy,Hovvdy,2024-04-26,124706,24,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.534,0.342,6.0,-10.944,1.0,0.0315,0.864,0.00011,0.147,0.325,105.172,50.0,df_fav_albums
Make Ya Proud,Hovvdy,Hovvdy,2024-04-26,210466,36,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.52,0.374,6.0,-9.441,1.0,0.0259,0.433,0.304,0.113,0.507,64.443,50.0,df_fav_albums
Clean,Hovvdy,Hovvdy,2024-04-26,109693,25,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.507,0.401,9.0,-10.058,1.0,0.0313,0.914,0.00741,0.143,0.646,112.504,50.0,df_fav_albums
Shadowbanned,ROLLERCOASTER,"Cadence Weapon,myst milano",2024-04-19,163715,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.683,0.692,10.0,-11.474,0.0,0.134,0.00779,0.0,0.152,0.721,80.004,50.0,df_fav_albums
Forever Piano,Hovvdy,Hovvdy,2024-04-26,21266,2,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.786,0.0322,7.0,-20.928,1.0,0.061,0.996,0.781,0.108,0.0,90.187,50.0,df_fav_albums
Shell,Hovvdy,Hovvdy,2024-04-26,162040,27,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.52,0.497,5.0,-8.427,1.0,0.0259,0.181,5.19e-05,0.126,0.397,106.929,50.0,df_fav_albums
Big Blue,Hovvdy,Hovvdy,2024-04-26,200186,31,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.509,0.458,9.0,-9.733,1.0,0.0329,0.869,0.00013,0.427,0.419,137.109,50.0,df_fav_albums
Jean,Hovvdy,Hovvdy,2024-04-26,181400,35,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.623,0.8,8.0,-4.465,1.0,0.0331,0.253,1.59e-06,0.257,0.453,87.979,50.0,df_fav_albums
Bubba,Hovvdy,Hovvdy,2024-04-26,189080,41,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.644,0.532,0.0,-12.032,1.0,0.0319,0.942,0.0191,0.0959,0.366,115.067,50.0,df_fav_albums
Intro,Hovvdy,Hovvdy,2024-04-26,25293,1,"lo-fi, shoegaze, slowcore, indie, indie pop, indie rock, dream pop, bedroom pop, pillowcore, emo",Arts & Crafts Productions Inc.,0.586,0.0392,9.0,-22.341,0.0,0.0357,0.989,0.507,0.11,0.294,76.734,50.0,df_fav_albums
tl;dr,ROLLERCOASTER,"Cadence Weapon,Harrison",2024-04-19,207238,5,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.509,0.449,0.0,-13.38,1.0,0.166,0.331,8.07e-06,0.134,0.0777,71.329,50.0,df_fav_albums
Alarms,ROLLERCOASTER,"Cadence Weapon,Austra",2024-04-19,164617,2,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.81,0.284,5.0,-15.171,1.0,0.244,0.376,1.05e-05,0.128,0.751,136.961,50.0,df_fav_albums
You Are Special To Me,ROLLERCOASTER,"Cadence Weapon,Bartees Strange",2024-04-19,113385,0,"hip-hop, canadian, underground hip-hop, rap, hip hop, edmonton, glitch-hop, canada, underground hip hop, alberta",MNRK Music Group,0.672,0.691,0.0,-8.923,1.0,0.0977,0.135,0.68,0.498,0.428,139.958,50.0,df_fav_albums
Joan in the Garden,"As It Ever Was, So It Will Be Again",The Decemberists,2024-06-14,1160720,29,"indie, indie rock, folk, alternative, indie pop, rock, indie folk, folk rock, favorites, american",YABB Records,0.172,0.71,9.0,-6.83,0.0,0.0572,0.086,0.366,0.185,0.0512,148.599,50.0,df_fav_albums
Bored,Tigers Blood,Waxahatchee,2024-03-22,175120,43,"female vocalist, female vocalist, singer-songwriter, indie, acoustic, alternative, indie rock, folk, lo-fi, indie folk",Anti/Epitaph,0.614,0.802,9.0,-3.57,1.0,0.0461,0.0048,6.56e-06,0.117,0.469,114.994,50.0,df_fav_albums
All Time,Worldviews,Annabel,2024-06-14,148039,2,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.309,0.935,4.0,-8.152,1.0,0.0806,3.47e-06,2.07e-05,0.383,0.162,170.004,50.0,df_fav_albums
Hopium,Worldviews,Annabel,2024-06-14,284911,1,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.4,0.709,4.0,-8.102,1.0,0.0286,0.000231,0.0243,0.104,0.225,145.007,50.0,df_fav_albums
Defense Mechanism,Worldviews,Annabel,2024-06-14,189188,4,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.419,0.878,4.0,-9.222,1.0,0.049,6.47e-05,0.000489,0.582,0.269,140.002,50.0,df_fav_albums
Small Victories,Worldviews,Annabel,2024-06-14,208970,1,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.458,0.577,4.0,-13.644,1.0,0.0394,0.000259,0.0946,0.0978,0.388,114.989,50.0,df_fav_albums
Dog,Worldviews,Annabel,2024-06-14,215159,2,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.385,0.917,4.0,-8.87,1.0,0.0657,0.000169,0.0,0.136,0.401,159.971,50.0,df_fav_albums
Before Too Long,Worldviews,Annabel,2024-06-14,253502,1,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.343,0.878,9.0,-8.163,1.0,0.0645,0.000155,1.29e-06,0.104,0.451,168.015,50.0,df_fav_albums
Every Home Needs A Ghost,Worldviews,Annabel,2024-06-14,135454,1,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.351,0.272,4.0,-16.312,1.0,0.0302,0.452,0.718,0.132,0.181,140.08,50.0,df_fav_albums
Medicine,Worldviews,Annabel,2024-06-14,164457,1,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.339,0.859,9.0,-8.393,1.0,0.0417,1.59e-06,0.00414,0.086,0.522,154.973,50.0,df_fav_albums
Worldviews,Worldviews,Annabel,2024-06-14,182842,2,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.352,0.876,4.0,-8.634,1.0,0.0711,2.11e-05,2.16e-06,0.0541,0.299,154.997,50.0,df_fav_albums
Another World,Worldviews,Annabel,2024-06-14,168308,2,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.397,0.655,4.0,-10.478,1.0,0.0578,0.0291,2.42e-05,0.162,0.225,134.961,50.0,df_fav_albums
GrooveTheory,CRASH,Kehlani,2024-06-21,247729,45,"female vocalist, female vocalist, rnb, soul, pop, hip-hop, american, alternative rnb, usa, electronic",TSNMI / Atlantic,0.372,0.578,6.0,-6.408,0.0,0.1,0.214,0.000147,0.186,0.479,66.248,50.0,df_fav_albums
365,BRAT,Charli xcx,2024-06-07,203618,76,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.761,0.856,1.0,-5.121,1.0,0.109,0.154,0.503,0.16,0.729,127.111,50.0,df_fav_albums
I think about it all the time,BRAT,Charli xcx,2024-06-07,135878,59,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.819,0.916,0.0,-7.276,1.0,0.0871,0.357,0.000309,0.19,0.872,122.027,50.0,df_fav_albums
Mean girls,BRAT,Charli xcx,2024-06-07,189410,65,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.708,0.617,6.0,-6.695,1.0,0.0394,0.116,0.0,0.92,0.861,139.991,50.0,df_fav_albums
B2b,BRAT,Charli xcx,2024-06-07,178579,68,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.769,0.771,1.0,-3.12,1.0,0.0436,0.000783,0.671,0.0537,0.37,116.027,50.0,df_fav_albums
Apple,BRAT,Charli xcx,2024-06-07,151739,81,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.804,0.957,0.0,-5.452,1.0,0.034,0.125,0.0174,0.114,0.962,126.035,50.0,df_fav_albums
"Girl, so confusing",BRAT,Charli xcx,2024-06-07,174507,65,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.693,0.799,11.0,-6.41,0.0,0.0633,0.069,6.11e-05,0.292,0.363,124.994,50.0,df_fav_albums
So I,BRAT,Charli xcx,2024-06-07,211352,60,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.725,0.478,2.0,-7.333,1.0,0.0298,0.739,4.3e-06,0.0945,0.53,116.055,50.0,df_fav_albums
Rewind,BRAT,Charli xcx,2024-06-07,168443,62,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.504,0.742,1.0,-5.157,1.0,0.244,0.296,0.000215,0.258,0.684,89.141,50.0,df_fav_albums
Everything is romantic,BRAT,Charli xcx,2024-06-07,203482,65,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.485,0.638,2.0,-6.962,0.0,0.139,0.309,4.13e-05,0.137,0.421,149.99,50.0,df_fav_albums
The Afterworld,Worldviews,Annabel,2024-06-14,220356,0,"female vocalist, female vocalist, doujin, doujin ongaku, indie, anime, tatakau shisho, japanese, indie rock, emo",Tiny Engines,0.106,0.157,4.0,-15.671,1.0,0.0359,0.734,0.0,0.092,0.0828,165.11,50.0,df_fav_albums
Next 2 U,CRASH,Kehlani,2024-06-21,161801,46,"female vocalist, female vocalist, rnb, soul, pop, hip-hop, american, alternative rnb, usa, electronic",TSNMI / Atlantic,0.517,0.702,7.0,-4.3,1.0,0.0625,0.405,0.0,0.103,0.321,99.477,50.0,df_fav_albums
Talk talk,BRAT,Charli xcx,2024-06-07,161757,67,"female vocalist, female vocalist, pop, synthpop, electronic, electroclash, electropop, british, hyperpop, bubblegum bass",Atlantic Records,0.579,0.892,0.0,-5.636,0.0,0.282,0.0455,0.0,0.137,0.639,130.146,50.0,df_fav_albums
Garden of Eden,What A Devastating Turn of Events,Rachel Chinouriri,2024-05-03,235972,49,"female vocalist, pop, indie pop, indie, singer-songwriter, rnb, british, alternative, britpop, electronic",Parlophone UK,0.483,0.634,1.0,-6.46,0.0,0.0802,0.223,0.00825,0.135,0.34,172.973,50.0,df_fav_albums
Robbed,What A Devastating Turn of Events,Rachel Chinouriri,2024-05-03,224234,49,"female vocalist, pop, indie pop, indie, singer-songwriter, rnb, british, alternative, britpop, electronic",Parlophone UK,0.598,0.488,0.0,-6.822,0.0,0.03,0.55,0.00121,0.152,0.579,152.01,50.0,df_fav_albums
What A Devastating Turn of Events,What A Devastating Turn of Events,Rachel Chinouriri,2024-05-03,259536,45,"female vocalist, pop, indie pop, indie, singer-songwriter, rnb, british, alternative, britpop, electronic",Parlophone UK,0.844,0.547,0.0,-8.855,0.0,0.148,0.251,0.00403,0.117,0.61,75.994,50.0,df_fav_albums
Dumb Bitch Juice,What A Devastating Turn of Events,Rachel Chinouriri,2024-05-03,211434,45,"female vocalist, pop, indie pop, indie, singer-songwriter, rnb, british, alternative, britpop, electronic",Parlophone UK,0.626,0.597,7.0,-6.853,0.0,0.0454,0.419,1.18e-05,0.376,0.808,183.044,50.0,df_fav_albums
